"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"1628","MRSBEC","EQ","MRS BECTORS FOOD SPECIALITIES",0.01,1,"","",0,2,"INE495P01020",333.42,208.67,440,49,"","","",0,0,0,264.62,176.42,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BECTORFOOD"
"16292","PANDIG","EQ","PANACHE DIGILIFE LTD",0.01,1,"","",0,10,"INE895W01019",472.15,171.85,472.15,33.3,"","","",0,0,0,309,279.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PANACHE"
"163","APOTYR","EQ","APOLLO TYRES LTD",0.01,1,"","",0,1,"INE438A01022",540.5,370.9,584.9,3.8,"","","",0,0,0,584.9,390,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","APOLLOTYRE"
"1630","IONEXC","EQ","ION EXCHANGE (INDIA) LTD",0.01,1,"","",0,1,"INE570A01022",608.95,322.1,768.4,0.98,"","","",0,0,0,420.5,280.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IONEXCHANG"
"1633","IPCLAB","EQ","IPCA LABORATORIES LTD",0.01,1,"","",0,1,"INE571A01038",1595,1168.2,1755.9,2.65,"","","",0,0,0,1684.8,1123.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IPCALAB"
"1636","IPCL","EQ","INDIAN PETROCHEMICALS COR",0.01,1,"","",0,10,"INE006A01019",0,0,488.85,31.1,"","","",0,0,0,581.4,387.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IPCL"
"1639","TATSPO","EQ","TATA STEEL LONG PRODUCTS LTD",0.01,1,"","",0,10,"INE674A01014",0,0,1173,8.37,"","","",0,0,0,995.9,664,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TATASTLLP"
"16395","MMPIND","EQ","MMP INDUSTRIES LTD",0.01,1,"","",0,10,"INE511Y01018",318,218,457.9,43.95,"","","",0,0,0,287.5,191.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MMP"
"16401","TQH23E","TB","TBILL 91 Day  31AG23",0.01,1,"","",0,100,"IN002023X096",0,0,0,0,"","","",0,0,0,104.87,94.88,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","91D310823"
"16404","THK23E","TB","TBILL 182 Day 30NV23",0.01,1,"","",0,100,"IN002023Y094",0,0,0,0,"","","",0,0,0,104.79,94.81,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","182D301123"
"16412","TYE24E","TB","TBILL 364 Day 30MY24",0.01,1,"","",0,100,"IN002023Z109",0,0,0,0,"","","",0,0,0,104.92,94.93,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","364D300524"
"16419","CRAADV","SM","CRAYONS ADVERTISING LIMITED",0.01,1,"","",0,10,"INE0OFK01019",94,32.6,259,32.6,"","","",0,0,0,44.2,29.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CRAYONS"
"16454","VASDEN","SM","VASA DENTICITY LIMITED",0.01,1,"","",0,10,"INE0N5801013",704,533,840,211,"","","",0,0,0,720,480,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DENTALKART"
"16483","PROAGR","SM","PROVENTUS AGROCOM LTD",0.01,1,"","",0,10,"INE0ONE01016",1584,815.1,1890,815.1,"","","",0,0,0,1498.8,999.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PROV"
"1651","ISPPRO","EQ","ISPAT PROFILE (I) LTD",0.01,1,"","",0,10,"INE798A01011",0,0,9.9,0.25,"","","",0,0,0,1.3,0.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ISPATPROF"
"1654","INDSE","EQ","INDIAN SEAMLESS STEELS &",0.01,1,"","",0,10,"INE879C01015",0,0,22.1,0.6,"","","",0,0,0,2.4,1.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ISSAL"
"16588","INFRES","SM","INFOLLION RESEARCH SERVICE LTD",0.01,1,"","",0,10,"INE0NNZ01013",575,325.5,575,153,"","","",0,0,0,426.45,284.35,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","INFOLLION"
"16589","VAIPHA","EQ","VAISHALI PHARMA LIMITED",0.01,1,"","",0,2,"INE972X01022",18.8,7.4,24.91,1.72,"","","",0,0,0,9.63,6.43,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VAISHALI"
"166","INTPAP","EQ","ANDHRA PAPER LIMITED",0.01,1,"","",0,2,"INE435A01051",90,61.16,134.98,4.45,"","","",0,0,0,77.2,51.48,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ANDHRAPAP"
"1660","ITC","EQ","ITC LIMITED",0.01,1,"","",0,1,"INE154A01025",471.5,306.05,528.5,4.14,"","","",0,0,0,340.35,278.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ITC"
"1663","AGRTE","EQ","SUNDROP BRANDS LIMITED",0.01,1,"","",0,2,"INE209A01019",960.15,601.55,1152,24.5,"","","",0,0,0,735.8,490.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SUNDROP"
"16639","KIRIDY","EQ","KIRI INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE415I01015",779,445.75,876,4.05,"","","",0,0,0,550.85,367.25,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KIRIINDUS"
"16645","CHIINV","EQ","CHI INVESTMENTS LIMIED",0.01,1,"","",0,10,"INE975I01018",0,0,230,9.5,"","","",0,0,0,52.3,34.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CHI"
"16657","ANIIND","EQ","ANIK INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE087B01017",133,42,133,2.6,"","","",0,0,0,52.71,43.13,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ANIKINDS"
"16658","SIGSOL","EQ","SIGMA SOLVE LIMITED",0.01,1,"","",0,1,"INE0A0S01028",65.5,21.01,65.5,1.35,"","","",0,0,0,58.66,39.12,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SIGMA"
"16669","BAAUTO","EQ","BAJAJ AUTO LIMITED",0.01,1,"","",0,10,"INE917I01010",9888,7089.35,12774,131,"","","",0,0,0,10449,8550,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BAJAJ-AUTO"
"16675","BAFINS","EQ","BAJAJ FINSERV LIMITED",0.01,1,"","",0,1,"INE918I01026",2195,1617,2195,8.66,"","","",0,0,0,2099.6,1718,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BAJAJFINSV"
"16676","TQI23A","TB","TBILL 91 Day  07SP23",0.01,1,"","",0,100,"IN002023X104",0,0,0,0,"","","",0,0,0,104.94,94.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","91D070923"
"16677","THL23A","TB","TBILL 182 Day 07DC23",0.01,1,"","",0,100,"IN002023Y102",0,0,0,0,"","","",0,0,0,104.91,94.92,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","182D071223"
"16681","TYF24A","TB","TBILL 364 Day 06JU24",0.01,1,"","",0,100,"IN002023Z117",0,0,0,0,"","","",0,0,0,104.46,94.51,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","364D060624"
"16682","PTCIN","EQ","PTC INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE596F01018",19387,9756.3,19387,2950,"","","",0,0,0,21654,14436,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PTCIL"
